match_id,player_slot,radiant_win,win,duration,game_mode,lobby_type,hero_id,start_time,kills,deaths,assists,gold_per_min,xp_per_min,last_hits,denies,hero_damage,tower_damage,hero_healing,level,net_worth,obs_placed,sen_placed,kda_ratio,cs_per_min,denies_per_min,average_rank,leaver_status,party_size,hero_variant
8328558529,0,1,1,2254,22,7,2,2025-06-10 01:34:02,15,7,19,643,885,224,13,32453,2792,0,24,21091.0,0,0,4.857142857142857,5.962732919254658,0.3460514640638863,74,0,1,1
8328527777,129,0,1,2863,22,7,40,2025-06-10 00:31:53,6,18,31,451,656,159,9,33664,3836,11883,23,16570.0,0,0,2.055555555555556,3.332169053440447,0.1886133426475724,73,0,0,2
8327395712,2,0,0,1837,22,7,106,2025-06-09 04:51:28,7,11,7,457,600,178,12,28887,0,0,18,11406.0,0,0,1.2727272727272727,5.813826891671203,0.391943385955362,73,0,1,1
8327298829,0,1,1,1578,22,7,8,2025-06-09 01:52:48,4,3,7,572,570,161,11,6723,16921,16355,16,15179.0,0,0,3.6666666666666665,6.1216730038022815,0.4182509505703422,73,0,0,2
8327262568,4,0,0,2535,22,7,106,2025-06-09 00:43:18,15,12,14,538,667,211,15,37119,268,0,22,15982.0,0,0,2.4166666666666665,4.994082840236686,0.3550295857988165,73,0,0,1
8327137746,130,0,1,1826,22,7,106,2025-06-08 21:26:08,14,4,19,644,777,151,17,30974,5256,0,21,18971.0,0,0,8.25,4.961664841182913,0.5585980284775466,74,0,0,1
8327089849,132,1,0,2190,22,7,106,2025-06-08 20:32:44,10,14,11,463,666,216,8,26684,188,0,21,13819.0,0,0,1.5,5.917808219178082,0.2191780821917808,72,0,0,1
8327020063,132,0,1,1906,22,7,106,2025-06-08 19:27:43,10,1,12,680,682,265,29,27105,14525,0,20,20950.0,0,0,22.0,8.342077649527807,0.912906610703043,72,0,0,1
8326784067,132,0,1,2109,22,7,106,2025-06-08 16:21:18,13,3,15,614,848,222,27,27607,5830,0,23,20217.0,0,0,9.333333333333334,6.315789473684211,0.7681365576102418,74,0,0,1
8325842877,4,0,0,2225,22,7,89,2025-06-08 02:55:48,3,14,5,419,514,209,7,6635,1159,0,18,13700.0,0,0,0.5714285714285714,5.635955056179775,0.1887640449438202,73,0,0,1
8325750014,2,0,0,1732,22,7,70,2025-06-08 00:29:08,8,9,3,563,704,205,18,20434,1006,0,19,14850.0,0,0,1.2222222222222223,7.10161662817552,0.6235565819861432,74,0,0,1
8325676932,3,1,1,1866,22,7,87,2025-06-07 22:35:09,5,5,31,378,506,30,3,13011,1231,0,17,9696.0,0,0,7.2,0.9646302250803858,0.0964630225080385,73,0,0,1
8324041678,132,1,0,3205,22,7,89,2025-06-06 19:52:34,6,9,12,684,809,652,8,41358,1382,0,26,30641.0,0,0,2.0,12.205928237129486,0.1497659906396256,73,0,0,1
8323423690,128,0,1,3240,22,7,89,2025-06-06 12:08:15,18,10,26,874,1056,785,10,87753,9943,125,29,41005.0,0,0,4.4,14.537037037037036,0.1851851851851851,72,0,0,1
8323360689,3,0,0,2724,22,7,12,2025-06-06 11:11:05,4,11,14,417,563,261,11,25656,1442,1372,21,16405.0,0,0,1.6363636363636365,5.748898678414097,0.2422907488986784,71,0,0,3
8323294579,131,0,1,2808,22,7,1,2025-06-06 10:01:24,10,6,17,674,974,423,30,31587,10088,374,27,29961.0,0,0,4.5,9.038461538461538,0.6410256410256411,72,0,1,2
8323234564,1,1,1,1784,22,7,12,2025-06-06 08:51:44,10,0,14,691,761,274,28,23436,12869,1470,20,20475.0,0,0,24.0,9.2152466367713,0.9417040358744394,73,0,1,3
8323169909,1,1,1,2323,22,7,1,2025-06-06 07:27:24,19,4,13,859,1181,344,24,46442,19465,70,27,31973.0,0,0,8.0,8.885062419285406,0.6198880757640981,72,0,0,2
8323120334,132,0,1,2679,22,7,41,2025-06-06 06:12:34,12,5,17,704,1052,387,30,28954,13538,0,27,29458.0,0,0,5.8,8.667413213885778,0.671892497200448,72,0,0,2
8323089929,130,1,0,2487,22,7,89,2025-06-06 05:21:29,3,9,11,516,500,349,11,12957,1115,0,19,18856.0,0,0,1.5555555555555556,8.41978287092883,0.2653799758745476,73,0,1,1
8323064027,132,0,1,1934,22,7,89,2025-06-06 04:36:44,10,5,22,869,969,349,16,28197,13710,0,23,24781.0,0,0,6.4,10.827300930713546,0.4963805584281282,73,0,0,1
8320295283,3,1,1,1370,22,7,12,2025-06-03 21:23:49,7,1,17,623,648,162,16,14007,7680,991,16,14517.0,0,0,24.0,7.094890510948906,0.7007299270072993,65,0,0,3
8320142539,132,1,0,1440,22,7,106,2025-06-03 18:56:45,0,11,5,267,352,62,5,12081,299,0,12,5025.0,0,0,0.45454545454545453,2.5833333333333335,0.20833333333333334,73,0,0,1
